GROUP_VALUE,GP,MIN,TS_PCT,USG_PCT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,E_NET_RATING,AST_PCT,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,PACE,E_PACE,PIE,PERSON_ID,SEASON_START_YEAR
2006-07,73,13.0,0.459,0.205,101.2,103.5,101.4,101.4,-0.2,2.1,0.22,0.012,0.078,0.045,10.2,10.2,0.417,92.95,91.88,0.072,2757,2006
2007-08,65,32.0,0.54,0.195,105.7,104.5,106.3,106.3,-0.6,-1.8,0.222,0.017,0.09,0.054,12.3,12.3,0.501,96.2,96.81,0.097,2757,2007
2008-09,73,31.1,0.525,0.18,105.2,104.1,113.0,111.8,-7.8,-7.7,0.237,0.021,0.08,0.05,12.5,12.5,0.486,96.08,97.08,0.082,2757,2008
2004-05,43,17.7,0.589,0.175,100.6,100.5,100.9,101.8,-0.3,-1.2,0.032,0.074,0.119,0.098,18.3,18.3,0.576,89.19,88.84,0.061,2758,2004
2005-06,67,15.4,0.519,0.198,94.8,95.3,95.7,97.3,-1.0,-2.0,0.026,0.082,0.165,0.124,17.0,17.0,0.503,93.5,92.49,0.056,2758,2005
2006-07,24,7.9,0.525,0.209,88.0,88.8,97.1,100.6,-9.1,-11.8,0.063,0.051,0.18,0.117,26.3,26.1,0.517,102.03,99.75,0.026,2758,2006
2007-08,55,12.8,0.539,0.161,103.2,103.7,101.3,102.3,1.9,1.5,0.03,0.058,0.098,0.078,20.4,20.4,0.529,101.91,101.15,0.017,2758,2007
2004-05,54,16.1,0.534,0.14,104.8,103.9,99.3,99.0,5.5,4.9,0.05,0.12,0.18,0.148,8.6,8.6,0.513,90.75,91.27,0.106,2760,2004
2005-06,48,15.8,0.541,0.133,102.8,105.9,96.7,98.0,6.1,7.9,0.04,0.101,0.214,0.156,10.9,10.9,0.527,95.56,93.58,0.091,2760,2005
2006-07,81,23.9,0.527,0.135,104.0,103.9,97.1,97.1,6.8,6.8,0.06,0.097,0.192,0.143,10.1,10.1,0.476,93.8,93.86,0.094,2760,2006
2007-08,48,27.5,0.485,0.133,104.3,103.9,101.0,101.0,3.3,2.9,0.065,0.099,0.213,0.154,13.3,13.3,0.461,89.87,90.04,0.093,2760,2007
2008-09,81,28.5,0.565,0.14,111.1,109.9,100.4,99.1,10.7,10.7,0.055,0.077,0.185,0.132,10.4,10.3,0.536,90.23,91.35,0.1,2760,2008
2004-05,10,5.6,0.419,0.177,88.9,91.4,95.2,98.9,-6.3,-7.5,0.194,0.077,0.121,0.099,21.2,21.2,0.375,107.26,103.75,0.041,2761,2004
2005-06,41,9.9,0.428,0.121,98.8,99.4,95.6,97.3,3.2,2.1,0.042,0.085,0.144,0.114,17.6,17.9,0.394,91.94,90.91,0.009,2761,2005
2004-05,6,3.3,0.506,0.292,72.7,69.8,76.1,82.5,-3.4,-12.7,0.0,0.042,0.176,0.098,21.4,21.6,0.5,110.37,108.21,0.047,2762,2004
2004-05,36,11.8,0.409,0.174,96.3,97.4,101.0,101.4,-4.7,-4.0,0.211,0.01,0.064,0.037,11.4,11.4,0.384,90.04,89.38,0.049,2763,2004
2004-05,38,11.4,0.473,0.157,96.3,99.7,102.9,105.6,-6.7,-5.9,0.141,0.042,0.083,0.061,12.5,12.6,0.416,98.21,95.26,0.055,2764,2004
2005-06,23,5.5,0.589,0.118,105.2,108.4,98.9,104.8,6.3,3.6,0.102,0.026,0.099,0.062,8.9,8.8,0.593,102.26,97.83,0.063,2764,2005
2004-05,8,3.2,0.427,0.158,69.2,73.9,81.1,89.9,-11.9,-16.0,0.0,0.0,0.074,0.035,11.1,10.9,0.333,97.15,89.34,-0.044,2765,2004
2011-12,6,7.5,0.618,0.14,92.9,100.4,98.9,102.2,-5.9,-1.9,0.036,0.061,0.078,0.071,14.3,14.8,0.571,91.92,87.02,0.092,2765,2011
2004-05,24,9.1,0.534,0.177,93.4,97.1,99.8,104.6,-6.3,-7.5,0.252,0.005,0.057,0.03,11.0,11.1,0.492,91.4,87.58,0.09,2766,2004
2005-06,57,10.0,0.367,0.155,92.3,95.2,95.3,96.3,-3.0,-1.1,0.24,0.008,0.06,0.035,13.6,13.5,0.358,90.58,88.73,0.04,2766,2005
2004-05,62,13.1,0.484,0.15,95.4,97.1,98.3,101.2,-2.9,-4.1,0.197,0.023,0.086,0.054,14.9,14.9,0.437,96.97,94.69,0.046,2767,2004
2005-06,73,13.4,0.467,0.137,99.0,99.9,105.6,106.9,-6.6,-7.0,0.119,0.032,0.078,0.053,6.1,6.1,0.447,93.07,92.11,0.037,2767,2005
2006-07,53,10.2,0.496,0.156,97.4,100.1,103.6,106.8,-6.3,-6.7,0.14,0.03,0.074,0.052,13.1,13.2,0.465,95.19,92.46,0.054,2767,2006
2007-08,75,19.2,0.487,0.157,101.1,101.4,109.7,110.0,-8.6,-8.6,0.176,0.027,0.063,0.044,11.2,11.3,0.44,93.11,92.83,0.047,2767,2007
2008-09,71,12.1,0.465,0.127,99.9,104.0,109.4,110.8,-9.5,-6.8,0.081,0.022,0.072,0.046,7.8,7.9,0.425,96.7,94.22,0.041,2767,2008
2004-05,82,26.5,0.471,0.13,100.2,98.8,96.6,97.0,3.5,1.8,0.28,0.01,0.088,0.049,11.5,11.5,0.449,93.89,94.37,0.08,2768,2004
2005-06,74,29.1,0.538,0.149,101.2,100.5,102.4,101.4,-1.2,-0.9,0.269,0.013,0.091,0.052,10.7,10.7,0.493,94.72,95.57,0.103,2768,2005
2006-07,78,24.4,0.529,0.145,101.5,101.4,96.6,96.6,4.9,4.8,0.252,0.012,0.077,0.045,11.1,11.1,0.499,95.8,95.84,0.095,2768,2006
2007-08,66,22.6,0.508,0.131,100.9,100.5,102.8,103.2,-1.9,-2.7,0.273,0.012,0.066,0.039,10.0,10.0,0.465,95.7,95.73,0.086,2768,2007
2008-09,79,36.8,0.569,0.145,106.3,105.3,109.6,109.3,-3.3,-4.0,0.279,0.015,0.07,0.042,14.3,14.2,0.515,98.86,99.44,0.088,2768,2008
2004-05,23,5.0,0.576,0.152,107.3,112.6,99.6,104.4,7.8,8.2,0.128,0.079,0.074,0.077,10.0,9.9,0.517,97.86,93.32,0.089,2770,2004
2005-06,32,9.1,0.409,0.166,89.9,94.6,102.5,106.2,-12.5,-11.6,0.041,0.049,0.053,0.051,12.9,13.2,0.338,99.74,95.49,-0.017,2770,2005
2006-07,41,7.8,0.441,0.191,97.6,96.7,106.0,109.9,-8.5,-13.2,0.085,0.045,0.103,0.072,13.8,13.8,0.374,99.66,98.33,0.029,2770,2006
2004-05,80,17.3,0.503,0.175,101.1,102.0,102.1,103.3,-1.0,-1.3,0.101,0.067,0.114,0.091,11.6,11.7,0.446,93.37,92.42,0.084,2772,2004
2005-06,36,19.7,0.459,0.138,101.6,101.4,102.2,101.8,-0.6,-0.3,0.102,0.07,0.134,0.101,16.7,16.9,0.421,94.8,95.07,0.07,2772,2005
2006-07,57,22.4,0.567,0.186,101.3,100.3,99.1,98.9,2.2,1.4,0.092,0.084,0.124,0.104,14.2,14.1,0.539,91.61,92.13,0.118,2772,2006
2004-05,31,10.6,0.503,0.142,89.5,93.6,103.4,104.3,-13.8,-10.7,0.169,0.039,0.102,0.069,14.1,14.0,0.463,99.3,96.72,0.066,2774,2004
2005-06,66,19.7,0.498,0.164,98.7,100.2,102.2,103.1,-3.5,-2.9,0.096,0.046,0.129,0.085,12.8,12.9,0.433,98.12,96.91,0.079,2774,2005
2006-07,21,11.5,0.4,0.145,88.1,91.0,97.6,98.6,-9.5,-7.6,0.123,0.037,0.128,0.084,16.5,16.5,0.296,98.45,96.37,0.055,2774,2006
2004-05,19,5.3,0.467,0.169,94.7,97.9,98.1,100.2,-3.4,-2.3,0.03,0.065,0.105,0.087,28.6,28.7,0.435,100.16,97.46,-0.014,2775,2004
2005-06,27,7.8,0.572,0.113,98.8,99.7,110.2,112.4,-11.5,-12.6,0.008,0.066,0.18,0.121,26.9,26.2,0.581,91.93,90.59,0.026,2775,2005
2004-05,27,9.3,0.444,0.144,106.6,107.5,105.4,107.3,1.3,0.2,0.012,0.076,0.174,0.124,12.0,12.2,0.397,95.56,94.31,0.029,2776,2004
2005-06,42,14.0,0.496,0.135,100.7,101.2,111.3,111.6,-10.6,-10.4,0.022,0.093,0.185,0.135,16.1,16.1,0.431,94.54,94.17,0.035,2776,2005
2006-07,7,4.9,0.43,0.141,85.3,89.3,125.0,133.4,-39.7,-44.1,0.1,0.146,0.172,0.157,7.1,6.8,0.333,105.86,100.17,0.081,2776,2006
2006-07,31,8.8,0.47,0.2,90.3,93.1,96.6,97.1,-6.3,-4.1,0.207,0.019,0.063,0.041,19.5,19.7,0.354,94.62,92.98,0.03,2779,2006
2004-05,23,19.0,0.356,0.157,92.6,91.8,100.8,101.9,-8.2,-10.1,0.079,0.037,0.114,0.073,10.1,10.1,0.346,90.29,90.24,0.024,2782,2004
2006-07,19,7.7,0.353,0.17,93.1,96.0,91.7,94.2,1.4,1.8,0.088,0.05,0.109,0.078,4.5,4.5,0.324,98.9,96.12,0.043,2782,2006
2004-05,15,4.7,0.574,0.231,102.1,106.7,87.4,94.2,14.7,12.5,0.282,0.0,0.029,0.014,22.0,22.1,0.556,96.92,91.3,0.061,2784,2004
2005-06,82,28.6,0.555,0.157,104.1,103.3,102.2,102.5,1.9,0.8,0.133,0.084,0.176,0.129,12.4,12.4,0.533,92.86,93.09,0.104,101106,2005
2006-07,66,34.2,0.566,0.172,105.4,104.1,108.0,107.8,-2.6,-3.7,0.138,0.078,0.2,0.138,14.1,14.1,0.554,93.79,94.45,0.11,101106,2006
2007-08,78,34.9,0.532,0.204,105.2,103.9,111.2,110.5,-6.1,-6.6,0.121,0.095,0.205,0.15,12.1,12.1,0.511,92.88,93.75,0.113,101106,2007
2008-09,36,31.2,0.586,0.178,102.5,102.1,98.6,97.7,3.9,4.4,0.109,0.109,0.237,0.172,16.7,16.6,0.577,91.99,92.56,0.137,101106,2008
2009-10,69,32.3,0.54,0.232,104.8,103.1,99.0,98.2,5.8,4.9,0.101,0.092,0.235,0.161,10.3,10.3,0.52,92.54,93.68,0.149,101106,2009
2005-06,79,24.7,0.523,0.161,104.0,105.1,106.8,107.0,-2.8,-1.9,0.052,0.064,0.142,0.102,10.5,10.5,0.455,95.34,94.76,0.075,101107,2005
2006-07,64,34.0,0.51,0.197,102.2,101.5,106.5,106.7,-4.3,-5.2,0.094,0.041,0.128,0.084,11.9,11.9,0.441,91.61,91.89,0.082,101107,2006
2007-08,80,34.6,0.54,0.2,104.0,104.0,107.0,106.4,-3.0,-2.4,0.083,0.045,0.126,0.086,9.3,9.3,0.462,93.22,93.46,0.095,101107,2007
2008-09,61,34.3,0.569,0.181,107.0,106.4,106.6,106.0,0.4,0.4,0.064,0.056,0.136,0.096,7.8,7.8,0.502,91.38,91.85,0.104,101107,2008
2009-10,81,30.5,0.54,0.156,108.4,108.4,103.1,101.9,5.3,6.5,0.056,0.045,0.131,0.088,7.8,7.8,0.485,90.88,91.41,0.087,101107,2009
2005-06,80,28.8,0.5,0.198,103.9,102.9,105.6,105.9,-1.7,-3.0,0.274,0.016,0.073,0.044,10.6,10.6,0.478,90.51,90.83,0.086,101114,2005
2006-07,80,36.9,0.535,0.221,109.3,107.6,106.4,106.0,2.9,1.6,0.404,0.015,0.082,0.049,11.1,11.2,0.494,93.49,94.41,0.124,101114,2006
2007-08,82,37.3,0.595,0.229,113.2,112.5,106.0,105.2,7.2,7.3,0.427,0.013,0.073,0.044,11.5,11.4,0.544,95.15,95.83,0.146,101114,2007
2008-09,68,36.8,0.573,0.244,112.0,110.5,108.4,107.5,3.7,3.0,0.457,0.01,0.072,0.041,10.8,10.8,0.506,95.18,96.19,0.149,101114,2008
2009-10,76,36.9,0.574,0.237,112.5,110.8,104.3,103.4,8.2,7.3,0.429,0.02,0.093,0.058,11.0,11.0,0.515,95.29,96.45,0.146,101114,2009
2005-06,78,36.0,0.546,0.216,101.4,100.5,104.5,104.4,-3.2,-3.9,0.378,0.022,0.131,0.074,9.4,9.4,0.456,92.22,92.67,0.161,101108,2005
2006-07,64,36.8,0.537,0.223,106.7,105.2,107.8,106.7,-1.1,-1.6,0.397,0.022,0.104,0.061,9.2,9.2,0.466,92.0,93.12,0.15,101108,2006
2007-08,80,37.6,0.576,0.251,113.3,112.4,105.3,104.5,8.0,7.9,0.5,0.021,0.092,0.056,7.8,7.8,0.524,92.1,92.8,0.182,101108,2007
2008-09,78,38.5,0.599,0.271,111.1,110.0,104.6,103.5,6.5,6.5,0.512,0.025,0.128,0.077,9.0,9.0,0.528,89.76,90.65,0.212,101108,2008
2009-10,45,38.1,0.584,0.223,107.9,107.3,107.3,106.2,0.6,1.0,0.456,0.012,0.105,0.058,8.5,8.5,0.534,92.73,93.5,0.167,101108,2009
2005-06,80,30.1,0.483,0.21,102.3,101.6,104.9,105.0,-2.6,-3.4,0.298,0.031,0.086,0.057,11.3,11.3,0.446,95.52,95.81,0.097,101109,2005
2006-07,78,36.3,0.481,0.215,103.1,101.9,105.3,104.5,-2.2,-2.6,0.314,0.018,0.081,0.049,12.0,12.0,0.434,93.76,94.69,0.1,101109,2006
2007-08,79,37.6,0.5,0.204,103.8,102.6,107.4,106.4,-3.7,-3.8,0.318,0.013,0.069,0.041,11.0,11.0,0.441,93.98,94.95,0.098,101109,2007
2008-09,82,37.6,0.483,0.215,103.3,101.8,103.3,102.7,-0.1,-1.0,0.306,0.019,0.09,0.054,11.5,11.5,0.435,90.17,91.08,0.107,101109,2008
2009-10,80,33.0,0.525,0.189,104.6,102.8,101.5,100.7,3.1,2.1,0.283,0.022,0.095,0.058,11.0,10.9,0.494,92.06,93.25,0.113,101109,2009
2005-06,61,17.5,0.533,0.179,97.6,97.5,110.0,112.1,-12.4,-14.6,0.055,0.026,0.105,0.063,9.4,9.4,0.493,92.03,91.18,0.07,101110,2005
2006-07,82,21.5,0.522,0.162,101.1,100.6,106.7,107.0,-5.7,-6.4,0.05,0.025,0.123,0.073,11.2,11.2,0.489,91.25,91.36,0.066,101110,2006
2007-08,75,28.4,0.548,0.176,104.4,103.0,106.3,106.3,-1.9,-3.3,0.068,0.026,0.12,0.073,9.2,9.2,0.516,90.04,90.67,0.079,101110,2007
2008-09,1,5.3,0.0,0.083,100.0,102.0,150.0,144.7,-50.0,-42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.71,110.63,-0.033,101110,2008
2009-10,82,24.5,0.543,0.177,106.9,106.8,104.2,104.3,2.8,2.5,0.05,0.024,0.124,0.072,7.2,7.2,0.502,90.18,90.18,0.081,101110,2009
2005-06,81,29.1,0.521,0.213,109.6,109.1,110.3,109.9,-0.7,-0.7,0.063,0.08,0.159,0.118,8.3,8.3,0.5,93.31,93.66,0.095,101111,2005
2006-07,39,25.2,0.547,0.215,107.4,106.5,107.5,107.4,-0.1,-0.9,0.058,0.066,0.176,0.121,10.5,10.5,0.508,95.09,95.54,0.101,101111,2006
2007-08,76,24.1,0.502,0.235,103.8,102.7,112.9,112.8,-9.0,-10.0,0.072,0.077,0.187,0.129,10.0,10.0,0.469,94.91,95.47,0.097,101111,2007
2008-09,78,26.9,0.529,0.279,106.4,105.7,107.7,107.1,-1.3,-1.4,0.119,0.075,0.191,0.131,9.4,9.4,0.488,95.59,96.14,0.125,101111,2008
2009-10,78,23.7,0.526,0.234,103.6,103.0,112.6,112.2,-9.0,-9.3,0.053,0.046,0.174,0.106,7.3,7.3,0.499,91.05,91.5,0.1,101111,2009
2005-06,65,24.2,0.541,0.233,102.9,102.6,103.9,105.2,-1.0,-2.6,0.066,0.089,0.159,0.124,10.9,10.9,0.479,93.84,93.39,0.122,101112,2005
2006-07,72,26.3,0.464,0.199,101.6,101.0,105.9,106.1,-4.3,-5.0,0.063,0.051,0.17,0.111,11.1,11.1,0.435,92.28,92.45,0.072,101112,2006
2007-08,78,17.2,0.529,0.193,105.8,105.3,104.0,104.9,1.8,0.4,0.073,0.083,0.193,0.138,9.0,9.0,0.491,90.33,90.14,0.095,101112,2007
2008-09,63,11.8,0.465,0.191,100.0,101.2,108.3,108.8,-8.3,-7.6,0.058,0.056,0.146,0.099,8.6,8.6,0.444,90.12,89.39,0.057,101112,2008
2009-10,81,27.0,0.598,0.167,115.9,115.8,108.0,107.2,7.9,8.5,0.072,0.033,0.158,0.099,7.7,7.7,0.573,97.03,97.43,0.091,101112,2009
2005-06,69,14.9,0.596,0.204,100.7,100.7,104.0,104.4,-3.3,-3.7,0.051,0.089,0.136,0.112,15.2,15.1,0.524,95.24,95.07,0.092,101113,2005
2006-07,17,13.1,0.601,0.23,96.9,96.9,102.4,102.6,-5.4,-5.6,0.044,0.093,0.171,0.134,14.5,14.4,0.53,99.89,99.79,0.128,101113,2006
2007-08,30,10.2,0.543,0.232,98.3,97.8,106.6,108.1,-8.2,-10.3,0.057,0.109,0.14,0.124,10.8,10.8,0.478,103.55,103.09,0.111,101113,2007
2005-06,46,7.4,0.394,0.146,95.6,98.1,100.7,102.2,-5.1,-4.1,0.044,0.096,0.138,0.116,14.3,14.2,0.402,94.56,92.67,0.02,101115,2005
2006-07,82,21.9,0.593,0.163,103.0,102.8,105.8,105.2,-2.8,-2.4,0.085,0.083,0.191,0.139,15.5,15.4,0.558,95.12,95.55,0.097,101115,2006
2007-08,35,28.8,0.659,0.168,112.9,112.1,101.5,101.3,11.4,10.8,0.091,0.108,0.232,0.173,11.4,11.3,0.636,98.95,99.42,0.154,101115,2007
2008-09,50,28.9,0.598,0.206,110.3,108.9,102.0,101.2,8.3,7.6,0.076,0.099,0.178,0.14,11.4,11.3,0.56,95.11,96.06,0.124,101115,2008
2009-10,65,30.4,0.608,0.206,108.9,107.1,101.6,101.2,7.4,6.0,0.055,0.092,0.184,0.139,11.7,11.7,0.57,94.24,95.21,0.13,101115,2009
2005-06,24,5.3,0.392,0.13,86.9,88.8,88.8,94.2,-2.0,-5.4,0.12,0.037,0.074,0.054,12.2,12.1,0.333,101.29,97.27,0.025,101117,2005
2006-07,10,4.1,0.322,0.202,86.4,90.9,110.7,115.3,-24.3,-24.4,0.19,0.02,0.074,0.039,4.3,4.2,0.281,97.52,93.17,0.041,101117,2006
2005-06,23,17.3,0.474,0.243,97.8,98.8,100.6,101.9,-2.8,-3.0,0.105,0.097,0.18,0.135,12.9,13.0,0.409,97.28,96.16,0.102,101118,2005
2006-07,35,23.9,0.551,0.229,104.5,104.5,104.4,104.6,0.2,-0.1,0.139,0.091,0.192,0.143,11.2,11.2,0.503,94.51,94.45,0.135,101118,2006
2008-09,24,12.5,0.435,0.209,89.8,90.0,104.6,104.5,-14.8,-14.5,0.068,0.069,0.172,0.12,18.2,18.2,0.403,89.8,89.72,0.052,101118,2008
2009-10,37,9.0,0.492,0.194,105.7,104.8,104.5,105.4,1.2,-0.6,0.083,0.061,0.154,0.107,11.7,11.8,0.459,94.13,94.13,0.074,101118,2009
2005-06,79,17.2,0.539,0.228,97.7,97.1,101.9,100.7,-4.2,-3.6,0.088,0.023,0.082,0.053,11.8,11.8,0.513,91.7,92.53,0.075,101119,2005
2006-07,37,15.0,0.454,0.201,102.0,102.9,102.8,103.2,-0.8,-0.3,0.111,0.026,0.063,0.045,14.1,14.3,0.407,92.96,92.37,0.028,101119,2006
2007-08,75,26.9,0.55,0.26,104.7,103.8,107.7,108.1,-3.0,-4.3,0.138,0.025,0.082,0.053,12.8,12.8,0.529,93.96,94.19,0.083,101119,2007
2008-09,24,19.4,0.553,0.226,103.4,103.4,107.3,107.0,-3.9,-3.7,0.142,0.021,0.08,0.05,6.9,6.8,0.508,98.17,98.27,0.107,101119,2008
2005-06,39,9.5,0.386,0.142,89.2,92.9,98.1,99.2,-8.8,-6.4,0.057,0.024,0.062,0.043,16.8,17.0,0.364,93.56,91.19,-0.013,101120,2005
2006-07,63,18.1,0.5,0.131,96.9,99.2,103.2,103.5,-6.3,-4.3,0.081,0.036,0.123,0.081,11.3,11.3,0.476,94.18,92.97,0.056,101120,2006
2007-08,41,25.7,0.477,0.151,96.6,97.1,104.3,104.8,-7.7,-7.6,0.112,0.034,0.087,0.061,9.3,9.3,0.448,93.62,93.13,0.054,101120,2007
2005-06,80,19.8,0.564,0.164,104.4,104.3,109.2,108.8,-4.8,-4.5,0.061,0.038,0.125,0.081,14.7,14.7,0.513,93.35,93.57,0.056,101121,2005
2006-07,79,16.7,0.564,0.168,104.7,106.0,102.0,103.2,2.8,2.8,0.053,0.045,0.153,0.1,9.1,9.1,0.506,96.71,95.56,0.084,101121,2006
2007-08,38,8.7,0.52,0.216,103.2,106.6,104.5,105.0,-1.2,1.6,0.071,0.058,0.163,0.11,13.3,13.5,0.442,94.22,92.48,0.065,101121,2007
2008-09,78,19.8,0.542,0.18,101.4,101.9,105.8,105.8,-4.4,-3.9,0.051,0.063,0.132,0.098,11.0,11.0,0.484,94.67,94.45,0.076,101121,2008
2009-10,63,12.0,0.568,0.161,102.1,101.9,104.6,105.3,-2.5,-3.4,0.046,0.056,0.113,0.085,14.3,14.4,0.525,97.48,97.26,0.06,101121,2009
2005-06,78,22.6,0.54,0.16,97.6,98.6,98.9,100.0,-1.3,-1.4,0.092,0.077,0.141,0.11,11.2,11.2,0.494,93.0,91.97,0.099,101122,2005
2006-07,82,34.0,0.573,0.178,102.0,100.8,104.4,104.0,-2.3,-3.2,0.07,0.041,0.102,0.071,10.9,10.8,0.522,94.4,95.16,0.09,101122,2006
2007-08,80,35.9,0.571,0.229,104.6,103.8,107.0,105.9,-2.4,-2.1,0.097,0.032,0.135,0.083,10.0,10.0,0.517,99.35,100.27,0.108,101122,2007
2008-09,67,36.2,0.584,0.289,109.6,108.7,108.1,107.5,1.5,1.2,0.127,0.02,0.12,0.07,9.1,9.0,0.518,98.62,99.33,0.133,101122,2008
2009-10,62,36.7,0.564,0.282,104.9,103.7,105.4,104.6,-0.5,-0.8,0.134,0.029,0.119,0.075,9.6,9.5,0.498,98.28,99.19,0.13,101122,2009
2005-06,32,11.7,0.541,0.214,95.1,96.6,97.9,100.2,-2.8,-3.6,0.093,0.031,0.083,0.059,11.3,11.3,0.5,98.52,96.68,0.085,101123,2005
2006-07,81,22.0,0.521,0.23,98.4,97.4,104.7,105.6,-6.3,-8.2,0.089,0.038,0.088,0.062,11.9,11.9,0.484,94.42,94.48,0.07,101123,2006
2007-08,29,12.3,0.443,0.24,94.4,94.8,99.7,102.1,-5.3,-7.3,0.139,0.027,0.135,0.079,14.1,14.1,0.382,96.33,95.04,0.055,101123,2007
2005-06,68,10.6,0.499,0.213,96.0,98.2,101.6,103.0,-5.5,-4.9,0.08,0.063,0.147,0.105,15.3,15.4,0.443,92.25,90.59,0.06,101124,2005
2006-07,82,26.2,0.592,0.218,102.2,102.1,110.9,111.1,-8.7,-9.0,0.064,0.064,0.145,0.105,14.3,14.4,0.524,95.44,95.45,0.098,101124,2006
2007-08,75,23.4,0.555,0.211,99.0,98.6,112.0,112.0,-13.0,-13.5,0.055,0.066,0.138,0.101,9.4,9.4,0.512,97.44,97.64,0.098,101124,2007
2008-09,82,24.7,0.554,0.215,101.5,101.0,105.9,106.0,-4.5,-5.0,0.06,0.068,0.148,0.108,9.5,9.6,0.494,92.55,92.73,0.113,101124,2008
2009-10,76,20.5,0.547,0.215,100.3,99.8,104.9,106.1,-4.6,-6.4,0.058,0.08,0.126,0.102,9.9,10.0,0.483,95.57,95.24,0.102,101124,2009
2005-06,14,2.4,0.393,0.313,93.1,102.4,86.7,103.2,6.4,-0.9,0.333,0.152,0.054,0.1,25.8,26.2,0.385,106.86,93.33,-0.025,101125,2005
2006-07,4,9.2,0.51,0.077,97.4,105.2,108.9,114.6,-11.4,-9.4,0.4,0.025,0.049,0.037,5.9,5.9,0.4,102.55,96.2,0.092,101125,2006
2005-06,72,21.4,0.512,0.222,102.4,102.5,104.4,105.8,-2.0,-3.3,0.17,0.039,0.076,0.058,12.4,12.5,0.458,93.8,93.08,0.071,101126,2005
2006-07,64,21.2,0.552,0.211,102.0,101.7,103.4,104.5,-1.3,-2.8,0.119,0.042,0.075,0.059,9.7,9.6,0.513,93.84,93.51,0.091,101126,2006
2007-08,72,26.2,0.526,0.226,104.6,103.9,109.0,109.7,-4.4,-5.9,0.189,0.027,0.098,0.061,8.7,8.7,0.485,94.1,94.12,0.098,101126,2007
2008-09,74,29.8,0.549,0.249,107.7,106.5,107.3,107.7,0.4,-1.2,0.228,0.042,0.087,0.064,8.7,8.7,0.498,99.01,99.41,0.118,101126,2008
2009-10,30,24.4,0.552,0.243,106.0,106.3,107.4,106.8,-1.4,-0.5,0.252,0.031,0.066,0.048,10.2,10.1,0.528,96.69,96.86,0.11,101126,2009
2005-06,79,20.2,0.528,0.173,94.7,95.1,107.5,108.0,-12.8,-12.9,0.249,0.012,0.093,0.052,12.5,12.4,0.465,91.25,90.89,0.095,101127,2005
2006-07,79,33.6,0.571,0.175,102.7,101.3,108.8,108.2,-6.1,-7.0,0.265,0.007,0.081,0.043,13.2,13.1,0.499,89.37,90.24,0.103,101127,2006
2007-08,82,27.2,0.558,0.187,102.1,101.8,105.8,105.7,-3.7,-4.0,0.24,0.014,0.091,0.053,14.7,14.6,0.483,90.63,90.78,0.104,101127,2007
2008-09,82,33.1,0.554,0.181,107.2,106.1,107.4,106.9,-0.2,-0.9,0.184,0.016,0.084,0.05,12.4,12.3,0.498,98.82,99.54,0.09,101127,2008
2009-10,82,27.4,0.599,0.185,109.1,109.2,111.9,110.8,-2.8,-1.7,0.277,0.014,0.088,0.052,12.1,12.0,0.542,95.8,96.24,0.11,101127,2009
2005-06,67,19.4,0.51,0.154,99.9,100.2,100.7,100.8,-0.9,-0.7,0.118,0.031,0.111,0.072,14.0,13.9,0.46,94.12,93.94,0.069,101128,2005
2006-07,79,17.8,0.551,0.154,102.2,102.8,102.6,103.1,-0.4,-0.3,0.101,0.038,0.107,0.073,12.0,11.9,0.499,98.16,97.64,0.071,101128,2006
2007-08,79,26.5,0.576,0.204,105.1,105.0,108.2,107.7,-3.1,-2.7,0.104,0.026,0.104,0.066,11.7,11.6,0.538,96.33,96.57,0.093,101128,2007
2008-09,65,30.4,0.554,0.191,102.3,101.2,112.8,112.3,-10.5,-11.0,0.132,0.028,0.086,0.056,11.1,11.1,0.51,96.24,96.97,0.085,101128,2008
2009-10,25,23.0,0.55,0.156,104.6,102.7,106.3,106.4,-1.7,-3.7,0.119,0.018,0.098,0.057,8.4,8.4,0.531,94.39,95.21,0.083,101128,2009
2005-06,80,28.9,0.517,0.163,98.3,98.5,99.6,99.3,-1.3,-0.8,0.167,0.015,0.102,0.059,11.7,11.7,0.493,89.88,89.89,0.087,101129,2005
2006-07,80,27.6,0.584,0.179,101.9,102.8,101.8,100.3,0.2,2.4,0.155,0.014,0.1,0.057,12.7,12.7,0.564,93.53,93.82,0.102,101129,2006
2007-08,73,18.9,0.543,0.19,103.5,103.2,98.6,98.6,4.9,4.5,0.163,0.014,0.084,0.05,9.8,9.7,0.515,92.38,92.49,0.102,101129,2007
2008-09,10,17.6,0.462,0.151,100.3,100.5,105.8,106.3,-5.5,-5.8,0.215,0.017,0.133,0.072,11.4,11.5,0.442,89.56,89.29,0.076,101129,2008
2005-06,68,18.9,0.53,0.14,105.6,104.3,110.7,110.6,-5.1,-6.3,0.018,0.089,0.155,0.122,14.6,14.7,0.51,93.58,94.16,0.047,101130,2005
2006-07,81,18.6,0.532,0.166,100.4,99.7,106.9,107.5,-6.5,-7.8,0.05,0.064,0.175,0.119,13.7,13.7,0.516,93.82,93.9,0.069,101130,2006
