GROUP_VALUE,GP,MIN,TS_PCT,USG_PCT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,E_NET_RATING,AST_PCT,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,PACE,E_PACE,PIE,PERSON_ID,SEASON_START_YEAR
2000-01,68,33.4,0.472,0.198,97.7,96.7,103.8,103.1,-6.2,-6.5,0.103,0.059,0.169,0.112,12.2,12.2,0.446,93.96,94.77,0.084,2030,2000
2001-02,73,34.3,0.503,0.22,104.1,102.9,97.6,96.7,6.4,6.2,0.123,0.045,0.107,0.076,11.9,11.9,0.47,94.68,95.68,0.088,2030,2001
2002-03,77,34.1,0.511,0.246,104.2,102.8,95.9,95.4,8.3,7.3,0.126,0.064,0.183,0.124,11.7,11.8,0.475,93.48,94.38,0.119,2030,2002
2003-04,65,34.7,0.528,0.246,98.9,98.4,93.9,93.3,4.9,5.1,0.134,0.061,0.217,0.14,12.4,12.4,0.492,91.64,92.15,0.145,2030,2003
2004-05,70,32.6,0.521,0.232,104.5,103.3,102.6,101.6,1.9,1.7,0.131,0.068,0.163,0.116,11.0,10.9,0.49,94.34,95.38,0.118,2030,2004
2000-01,80,16.4,0.487,0.161,98.5,99.0,103.7,104.1,-5.3,-5.1,0.035,0.088,0.137,0.113,13.0,13.0,0.451,93.28,92.84,0.067,2031,2000
2001-02,68,26.5,0.539,0.216,94.8,95.1,103.7,104.2,-8.8,-9.1,0.052,0.09,0.143,0.117,13.2,13.3,0.48,93.41,93.06,0.108,2031,2001
2002-03,67,22.0,0.542,0.21,99.4,99.9,102.5,102.4,-3.1,-2.5,0.051,0.08,0.177,0.13,13.3,13.4,0.481,95.18,94.95,0.112,2031,2002
2003-04,77,19.9,0.53,0.219,100.9,100.5,98.0,98.0,2.9,2.5,0.043,0.089,0.153,0.121,10.8,10.8,0.47,95.21,95.35,0.118,2031,2003
2004-05,60,21.3,0.517,0.244,102.5,102.1,100.7,100.5,1.9,1.6,0.063,0.077,0.144,0.111,12.4,12.5,0.449,91.87,92.12,0.1,2031,2004
2000-01,81,26.4,0.518,0.188,101.1,100.8,99.5,99.1,1.6,1.7,0.08,0.063,0.154,0.112,14.9,15.0,0.506,92.99,93.33,0.097,2032,2000
2001-02,82,27.1,0.516,0.183,103.2,102.3,102.8,102.4,0.4,-0.1,0.137,0.049,0.151,0.101,14.5,14.6,0.483,92.72,93.3,0.102,2032,2001
2002-03,67,29.9,0.435,0.189,93.0,92.3,103.5,102.2,-10.5,-9.9,0.148,0.054,0.122,0.088,16.7,16.7,0.41,96.26,97.3,0.066,2032,2002
2003-04,42,28.3,0.559,0.219,101.4,101.1,100.6,100.6,0.8,0.5,0.126,0.059,0.108,0.084,11.7,11.7,0.528,87.93,88.06,0.115,2032,2003
2000-01,72,22.0,0.476,0.242,91.9,91.1,105.0,105.5,-13.1,-14.4,0.097,0.048,0.167,0.105,13.6,13.5,0.438,92.18,92.33,0.077,2033,2000
2001-02,76,25.9,0.482,0.257,97.3,96.9,105.3,105.1,-8.0,-8.2,0.116,0.066,0.162,0.113,10.7,10.7,0.442,92.03,92.35,0.097,2033,2001
2002-03,38,21.3,0.503,0.273,97.9,97.6,101.7,101.6,-3.8,-3.9,0.118,0.096,0.166,0.131,10.4,10.4,0.466,94.42,94.59,0.126,2033,2002
2003-04,46,16.1,0.447,0.264,95.7,95.7,101.6,102.3,-5.9,-6.5,0.106,0.074,0.198,0.131,10.2,10.3,0.386,97.09,96.74,0.089,2033,2003
2004-05,54,16.7,0.498,0.21,99.4,99.6,108.4,106.7,-9.0,-7.1,0.128,0.035,0.179,0.107,13.5,13.6,0.455,90.97,91.61,0.085,2033,2004
2000-01,82,29.1,0.541,0.181,103.0,101.8,99.7,99.2,3.3,2.6,0.095,0.026,0.108,0.066,8.5,8.5,0.523,95.94,96.8,0.09,2034,2000
2001-02,63,33.8,0.542,0.207,107.4,106.1,103.6,102.6,3.8,3.6,0.149,0.023,0.104,0.064,9.1,9.1,0.51,95.1,96.13,0.095,2034,2001
2002-03,65,33.6,0.537,0.216,105.3,104.2,102.7,102.0,2.6,2.2,0.131,0.021,0.139,0.079,10.2,10.1,0.498,95.2,96.04,0.101,2034,2002
2000-01,78,16.8,0.463,0.173,95.6,95.8,102.0,103.3,-6.4,-7.5,0.079,0.042,0.093,0.067,15.9,15.9,0.427,95.58,94.94,0.044,2035,2000
2001-02,72,23.9,0.513,0.176,99.8,100.2,101.9,102.1,-2.0,-1.9,0.076,0.034,0.113,0.073,13.2,13.3,0.479,95.38,95.06,0.067,2035,2001
2003-04,21,13.5,0.511,0.203,101.5,102.2,106.9,108.6,-5.4,-6.4,0.071,0.018,0.126,0.072,11.5,11.6,0.438,91.15,90.14,0.07,2035,2003
2004-05,71,17.2,0.605,0.172,105.5,106.2,99.1,98.1,6.4,8.0,0.096,0.037,0.084,0.062,11.7,11.7,0.57,97.26,97.47,0.087,2035,2004
2005-06,58,15.9,0.545,0.175,100.4,99.9,101.8,101.8,-1.3,-1.9,0.095,0.02,0.084,0.052,10.8,10.8,0.523,96.29,96.55,0.073,2035,2005
2000-01,59,19.7,0.5,0.202,99.3,97.7,102.0,101.4,-2.7,-3.7,0.024,0.093,0.15,0.122,14.7,14.7,0.442,92.83,93.9,0.069,2036,2000
2001-02,74,22.4,0.47,0.195,97.4,96.5,104.1,104.2,-6.7,-7.7,0.025,0.082,0.158,0.12,13.3,13.4,0.423,92.03,92.46,0.048,2036,2001
2002-03,52,15.5,0.462,0.202,95.6,95.0,103.2,103.2,-7.6,-8.2,0.06,0.109,0.169,0.139,11.6,11.7,0.404,95.88,96.18,0.075,2036,2002
2003-04,54,17.3,0.539,0.174,96.2,97.5,100.9,101.2,-4.8,-3.7,0.021,0.119,0.177,0.148,16.9,17.0,0.5,96.79,96.04,0.079,2036,2003
2000-01,61,17.2,0.442,0.174,91.1,91.0,103.5,105.1,-12.4,-14.1,0.235,0.009,0.082,0.044,15.6,15.6,0.419,93.19,92.58,0.064,2037,2000
2001-02,23,20.9,0.555,0.214,99.4,100.3,112.0,111.9,-12.7,-11.6,0.204,0.011,0.063,0.037,11.5,11.4,0.545,93.92,93.52,0.098,2037,2001
2002-03,80,24.8,0.496,0.219,100.2,99.3,101.0,101.2,-0.9,-1.9,0.28,0.01,0.08,0.045,10.1,10.1,0.467,95.44,95.82,0.111,2037,2002
2003-04,80,35.2,0.486,0.252,95.9,94.8,101.7,100.6,-5.7,-5.8,0.27,0.015,0.083,0.048,9.6,9.5,0.449,93.39,94.42,0.111,2037,2003
2004-05,70,38.4,0.521,0.221,104.4,103.3,108.0,107.7,-3.7,-4.4,0.19,0.012,0.067,0.039,9.1,9.0,0.483,93.48,94.06,0.097,2037,2004
2000-01,33,8.1,0.339,0.088,94.5,94.6,102.5,104.1,-8.0,-9.5,0.011,0.101,0.148,0.125,23.6,23.7,0.343,94.63,93.79,0.004,2038,2000
2001-02,71,15.9,0.523,0.091,101.3,100.6,102.9,103.0,-1.5,-2.3,0.026,0.072,0.174,0.125,17.6,17.5,0.535,93.63,93.88,0.044,2038,2001
2002-03,32,17.0,0.424,0.064,105.2,105.9,104.3,104.5,0.9,1.4,0.03,0.091,0.191,0.14,21.3,21.7,0.391,92.96,92.53,0.036,2038,2002
2003-04,12,25.9,0.382,0.111,94.4,93.7,105.4,105.2,-11.1,-11.6,0.021,0.09,0.226,0.154,19.3,19.3,0.36,96.13,96.54,0.039,2038,2003
2000-01,76,16.3,0.509,0.195,98.8,99.1,98.9,99.5,0.0,-0.4,0.253,0.007,0.063,0.036,13.1,13.2,0.448,93.21,92.78,0.084,2039,2000
2001-02,14,11.2,0.466,0.196,107.3,106.6,94.7,95.9,12.5,10.7,0.119,0.0,0.016,0.009,11.8,11.9,0.421,97.77,97.45,0.025,2039,2001
2002-03,55,17.6,0.494,0.193,96.2,97.2,102.5,103.4,-6.3,-6.2,0.168,0.01,0.065,0.038,12.0,11.9,0.465,93.1,92.22,0.059,2039,2002
2003-04,58,19.5,0.458,0.179,98.2,97.6,105.1,106.1,-6.9,-8.5,0.198,0.015,0.055,0.035,11.0,11.0,0.401,94.67,94.56,0.056,2039,2003
2004-05,74,16.0,0.486,0.18,99.8,102.5,98.3,98.1,1.5,4.4,0.187,0.01,0.065,0.039,11.0,11.0,0.43,90.78,89.62,0.071,2039,2004
2000-01,24,5.7,0.422,0.183,82.0,86.4,84.9,89.3,-2.9,-2.9,0.043,0.08,0.216,0.145,28.1,28.8,0.4,104.3,99.1,-0.004,2040,2000
2001-02,15,5.0,0.4,0.163,92.6,94.4,88.7,93.6,3.9,0.8,0.085,0.051,0.269,0.16,25.0,25.0,0.4,95.89,92.45,0.074,2040,2001
2002-03,51,12.5,0.542,0.165,94.6,95.2,92.1,93.9,2.5,1.3,0.063,0.094,0.19,0.142,17.9,17.9,0.52,91.96,90.78,0.109,2040,2002
2003-04,35,11.9,0.506,0.145,86.0,88.7,89.3,92.0,-3.4,-3.3,0.037,0.099,0.174,0.136,18.5,18.7,0.476,88.84,86.19,0.104,2040,2003
2004-05,20,5.9,0.59,0.112,94.5,95.9,107.1,114.4,-12.6,-18.5,0.014,0.079,0.241,0.155,21.9,22.1,0.5,96.59,92.77,0.095,2040,2004
2001-02,47,13.2,0.553,0.15,100.4,100.0,99.1,100.1,1.3,-0.1,0.015,0.089,0.206,0.148,12.1,12.1,0.536,91.94,91.67,0.104,2041,2001
2002-03,38,13.5,0.55,0.174,96.7,97.5,98.1,96.8,-1.3,0.7,0.01,0.13,0.189,0.159,16.3,16.4,0.492,92.35,92.62,0.094,2041,2002
2003-04,79,24.0,0.538,0.177,94.6,94.2,102.7,102.8,-8.1,-8.6,0.066,0.093,0.185,0.138,13.4,13.5,0.489,95.41,95.54,0.105,2041,2003
2004-05,47,20.8,0.521,0.164,102.8,102.1,108.2,107.3,-5.4,-5.2,0.034,0.082,0.176,0.125,12.8,12.9,0.502,94.01,94.75,0.071,2041,2004
2005-06,71,15.8,0.56,0.14,103.7,103.1,102.9,104.1,0.8,-1.0,0.02,0.089,0.172,0.129,13.8,13.9,0.533,94.72,94.43,0.079,2041,2005
2000-01,38,12.2,0.404,0.203,92.7,94.1,103.5,105.3,-10.8,-11.1,0.078,0.041,0.093,0.067,8.8,8.8,0.357,97.82,96.25,0.019,2042,2000
2001-02,56,23.6,0.521,0.201,99.2,98.9,105.3,105.4,-6.2,-6.5,0.114,0.033,0.083,0.057,8.9,8.9,0.476,92.09,92.17,0.086,2042,2001
2002-03,66,20.6,0.459,0.209,97.2,97.1,98.0,97.5,-0.8,-0.4,0.105,0.028,0.059,0.044,9.5,9.5,0.401,92.33,92.65,0.054,2042,2002
2000-01,78,16.2,0.458,0.198,91.0,92.5,94.5,95.0,-3.5,-2.5,0.281,0.019,0.079,0.049,17.2,17.2,0.406,100.36,99.31,0.067,2043,2000
2001-02,32,4.8,0.486,0.243,91.4,96.8,104.3,107.9,-13.0,-11.1,0.253,0.006,0.038,0.023,22.0,21.8,0.456,107.54,102.75,0.063,2043,2001
2002-03,12,4.6,0.323,0.281,84.0,89.9,91.7,88.8,-7.7,1.1,0.286,0.017,0.091,0.059,28.6,28.7,0.283,107.64,105.8,-0.014,2043,2002
2003-04,4,22.8,0.314,0.137,106.1,103.4,116.1,115.2,-10.0,-11.7,0.257,0.011,0.069,0.039,10.4,10.4,0.304,94.84,96.42,0.031,2043,2003
2004-05,14,4.6,0.412,0.129,91.1,98.1,111.3,114.7,-20.2,-16.5,0.194,0.032,0.07,0.05,8.0,8.1,0.357,92.6,87.94,0.069,2043,2004
2000-01,23,9.5,0.435,0.191,90.6,92.5,103.9,105.0,-13.3,-12.5,0.05,0.053,0.135,0.09,11.0,11.2,0.38,94.28,92.84,0.034,2044,2000
2001-02,25,14.5,0.486,0.148,93.5,93.6,109.2,110.7,-15.7,-17.1,0.042,0.078,0.153,0.112,9.9,9.9,0.432,91.04,90.38,0.067,2044,2001
2002-03,13,8.1,0.488,0.16,93.0,93.4,95.5,98.9,-2.5,-5.4,0.018,0.105,0.163,0.133,5.1,5.0,0.472,91.6,89.86,0.101,2044,2002
2003-04,20,27.3,0.558,0.189,106.9,107.2,103.8,105.2,3.1,2.0,0.051,0.068,0.138,0.103,12.3,12.4,0.482,95.17,94.37,0.079,2044,2003
2004-05,70,13.5,0.494,0.218,91.1,91.5,110.4,111.0,-19.3,-19.5,0.035,0.086,0.124,0.103,12.9,12.9,0.471,93.88,93.41,0.05,2044,2004
2000-01,74,16.9,0.509,0.153,101.4,101.9,96.0,96.2,5.4,5.7,0.088,0.039,0.117,0.08,10.8,10.8,0.454,95.73,95.39,0.076,2045,2000
2001-02,80,24.6,0.514,0.191,107.8,108.0,97.1,97.4,10.7,10.7,0.126,0.031,0.145,0.089,7.8,7.8,0.468,97.27,97.02,0.099,2045,2001
2002-03,67,17.6,0.509,0.183,97.2,96.8,99.0,98.3,-1.8,-1.5,0.121,0.028,0.118,0.074,8.6,8.7,0.459,96.29,96.81,0.084,2045,2002
2003-04,80,26.0,0.516,0.177,102.0,102.5,90.2,89.8,11.7,12.7,0.122,0.025,0.145,0.086,9.7,9.8,0.484,91.02,91.0,0.111,2045,2003
2004-05,67,26.4,0.532,0.241,102.7,102.9,104.1,104.7,-1.4,-1.8,0.153,0.034,0.095,0.065,10.3,10.3,0.479,97.66,97.34,0.107,2045,2004
2000-01,78,19.5,0.483,0.155,102.7,101.9,103.7,103.8,-1.0,-1.8,0.066,0.047,0.12,0.083,8.9,8.9,0.451,93.57,93.88,0.067,2046,2000
2001-02,75,32.2,0.533,0.185,107.2,106.9,101.9,101.5,5.3,5.4,0.068,0.041,0.109,0.076,9.6,9.6,0.475,91.36,91.67,0.09,2046,2001
2002-03,52,34.8,0.49,0.208,100.9,100.1,101.9,101.0,-1.0,-0.9,0.092,0.049,0.138,0.093,8.1,8.1,0.448,90.14,90.93,0.101,2046,2002
2000-01,76,17.8,0.516,0.214,97.7,96.7,102.2,102.4,-4.5,-5.7,0.082,0.076,0.113,0.095,8.9,8.9,0.49,92.65,93.03,0.101,2047,2000
2001-02,81,26.6,0.534,0.228,104.1,103.3,102.3,102.0,1.8,1.3,0.105,0.052,0.101,0.076,8.2,8.2,0.504,92.64,93.11,0.113,2047,2001
2002-03,59,23.2,0.46,0.217,96.7,96.5,102.0,102.3,-5.4,-5.8,0.072,0.069,0.132,0.101,8.9,8.9,0.428,92.99,92.97,0.085,2047,2002
2003-04,65,36.0,0.484,0.236,102.7,101.6,106.5,106.4,-3.9,-4.9,0.108,0.06,0.117,0.088,9.8,9.8,0.454,94.62,95.19,0.093,2047,2003
2004-05,79,36.0,0.522,0.186,114.0,113.4,105.2,104.1,8.8,9.3,0.077,0.032,0.122,0.08,7.4,7.4,0.498,97.98,98.79,0.082,2047,2004
2000-01,74,14.8,0.506,0.159,96.8,98.2,94.0,95.0,2.8,3.3,0.042,0.093,0.168,0.131,14.4,14.4,0.45,94.59,93.41,0.084,2048,2000
2001-02,82,18.9,0.623,0.196,101.3,101.4,96.4,97.7,4.9,3.8,0.035,0.1,0.193,0.147,16.5,16.7,0.55,92.87,92.2,0.131,2048,2001
2002-03,82,29.8,0.541,0.172,103.5,101.8,100.4,99.4,3.0,2.5,0.058,0.107,0.196,0.151,15.4,15.4,0.48,90.98,92.17,0.101,2048,2002
2003-04,82,34.1,0.551,0.201,100.6,98.9,101.1,100.4,-0.5,-1.4,0.055,0.095,0.214,0.153,15.3,15.4,0.473,90.19,91.27,0.116,2048,2003
2004-05,23,30.7,0.48,0.22,98.2,96.0,105.4,105.3,-7.1,-9.3,0.076,0.107,0.2,0.15,15.9,16.0,0.432,89.15,90.2,0.084,2048,2004
2001-02,67,22.8,0.469,0.176,96.8,97.2,97.3,98.7,-0.5,-1.5,0.227,0.03,0.077,0.053,11.8,11.8,0.405,92.3,91.47,0.088,2049,2001
2002-03,30,15.6,0.509,0.196,101.0,102.7,100.9,101.2,0.1,1.5,0.292,0.05,0.076,0.063,12.5,12.5,0.462,91.7,90.81,0.106,2049,2002
2003-04,60,26.6,0.509,0.205,103.0,102.4,99.6,99.5,3.4,3.0,0.28,0.024,0.077,0.05,10.3,10.3,0.431,91.59,91.92,0.112,2049,2003
2004-05,16,23.0,0.422,0.192,94.2,91.9,97.6,98.7,-3.3,-6.7,0.444,0.013,0.077,0.043,11.1,11.1,0.377,90.35,90.95,0.114,2049,2004
2000-01,80,22.6,0.507,0.198,104.6,103.8,101.8,101.3,2.8,2.5,0.093,0.059,0.082,0.07,8.5,8.5,0.478,93.29,93.92,0.077,2050,2000
2001-02,63,31.6,0.524,0.207,101.5,99.8,101.4,100.5,0.0,-0.7,0.131,0.044,0.069,0.056,8.0,8.0,0.492,91.44,92.65,0.092,2050,2001
2002-03,82,35.9,0.488,0.2,98.7,97.7,104.1,103.6,-5.5,-5.9,0.11,0.032,0.094,0.062,8.6,8.5,0.446,91.79,92.48,0.077,2050,2002
2003-04,82,26.1,0.539,0.154,95.0,95.6,96.3,97.1,-1.3,-1.5,0.095,0.017,0.108,0.062,8.6,8.5,0.513,89.71,89.09,0.085,2050,2003
2004-05,82,30.7,0.543,0.184,105.7,105.6,106.7,105.8,-1.0,-0.2,0.11,0.029,0.109,0.069,7.7,7.7,0.496,95.15,95.53,0.089,2050,2004
2000-01,18,3.5,0.523,0.17,83.1,91.2,94.5,97.6,-11.4,-6.4,0.059,0.09,0.192,0.143,23.3,23.3,0.571,110.46,103.82,0.038,2051,2000
2001-02,18,9.1,0.533,0.12,94.4,96.4,93.5,96.2,0.9,0.3,0.047,0.073,0.198,0.137,16.0,16.4,0.538,99.13,96.71,0.065,2051,2001
2002-03,77,21.0,0.486,0.207,87.5,86.3,98.4,98.0,-10.9,-11.7,0.125,0.076,0.187,0.13,14.4,14.4,0.447,92.15,92.96,0.107,2051,2002
2000-01,40,7.4,0.413,0.199,95.1,94.6,94.8,97.7,0.4,-3.0,0.105,0.031,0.064,0.048,18.1,18.2,0.346,96.75,95.58,0.016,2052,2000
2001-02,67,16.9,0.412,0.182,99.4,99.6,105.2,105.2,-5.8,-5.7,0.171,0.04,0.083,0.061,11.7,11.8,0.388,92.76,92.67,0.054,2052,2001
2002-03,61,12.5,0.444,0.209,92.4,94.5,104.3,104.5,-11.9,-10.0,0.099,0.029,0.086,0.057,12.1,12.2,0.408,94.03,92.92,0.054,2052,2002
2003-04,26,35.8,0.46,0.17,99.7,97.6,107.3,107.3,-7.6,-9.6,0.117,0.036,0.09,0.062,9.5,9.5,0.425,92.8,93.8,0.067,2052,2003
2000-01,35,7.4,0.304,0.169,87.0,87.6,96.2,102.7,-9.2,-15.1,0.065,0.081,0.145,0.111,19.4,19.4,0.262,96.2,92.8,-0.012,2053,2000
2001-02,50,12.7,0.443,0.184,95.9,96.5,105.7,108.4,-9.7,-11.9,0.059,0.087,0.177,0.131,16.6,16.6,0.404,93.79,92.3,0.039,2053,2001
2002-03,10,7.6,0.342,0.185,91.0,89.9,85.7,88.1,5.3,1.8,0.103,0.08,0.178,0.124,13.5,13.6,0.308,100.3,99.52,0.043,2053,2002
2000-01,57,16.6,0.502,0.154,92.9,92.7,95.2,95.8,-2.3,-3.1,0.033,0.088,0.169,0.129,19.2,19.4,0.47,93.91,93.65,0.054,2054,2000
2001-02,67,23.6,0.522,0.154,100.3,99.7,98.7,98.7,1.7,1.1,0.022,0.081,0.153,0.117,13.7,13.7,0.475,93.44,93.71,0.066,2054,2001
2002-03,33,16.4,0.501,0.151,92.0,91.1,97.7,97.6,-5.7,-6.5,0.038,0.081,0.143,0.111,13.0,13.0,0.452,94.65,95.12,0.053,2054,2002
2003-04,40,13.3,0.532,0.152,101.5,101.6,104.4,103.9,-2.9,-2.3,0.054,0.071,0.184,0.126,11.4,11.5,0.504,94.57,94.8,0.069,2054,2003
2004-05,31,9.1,0.542,0.137,96.1,99.0,94.4,96.9,1.7,2.0,0.061,0.077,0.127,0.102,12.6,12.8,0.5,91.83,89.31,0.074,2054,2004
2000-01,3,3.1,0.41,0.208,138.1,144.4,135.0,155.2,3.1,-10.8,0.0,0.125,0.143,0.133,0.0,0.0,0.25,104.31,95.36,-0.01,2055,2000
2001-02,5,9.4,0.694,0.144,82.2,89.5,90.8,92.6,-8.6,-3.1,0.0,0.1,0.104,0.102,6.3,6.5,0.6,90.83,86.21,0.152,2055,2001
2002-03,22,16.6,0.514,0.162,99.2,98.1,101.8,101.2,-2.6,-3.0,0.031,0.073,0.145,0.107,14.5,14.5,0.448,94.75,95.53,0.064,2055,2002
2003-04,25,14.6,0.521,0.133,99.4,102.6,105.7,106.9,-6.2,-4.3,0.0,0.111,0.183,0.146,15.0,15.3,0.397,95.02,93.0,0.067,2055,2003
2001-02,22,7.3,0.538,0.126,96.5,96.2,98.8,103.2,-2.3,-7.0,0.065,0.09,0.073,0.082,11.3,11.5,0.483,94.59,92.68,0.029,2056,2001
2002-03,22,4.9,0.449,0.216,99.1,103.0,88.2,91.5,10.9,11.5,0.058,0.129,0.083,0.104,12.1,12.1,0.395,98.2,94.56,0.041,2056,2002
2003-04,18,3.9,0.489,0.217,81.0,89.8,92.9,100.6,-11.9,-10.8,0.1,0.079,0.154,0.117,16.2,15.9,0.462,97.15,88.69,0.049,2056,2003
2004-05,72,31.7,0.55,0.181,99.3,97.3,106.2,106.0,-6.9,-8.8,0.063,0.094,0.144,0.117,10.2,10.1,0.512,94.89,95.98,0.107,2056,2004
2005-06,79,27.4,0.552,0.199,99.8,98.5,107.9,107.4,-8.1,-8.9,0.037,0.08,0.136,0.105,8.4,8.3,0.517,93.89,94.76,0.092,2056,2005
2000-01,8,4.7,0.432,0.287,90.5,93.9,98.9,104.4,-8.4,-10.5,0.25,0.0,0.077,0.039,15.2,15.2,0.432,109.86,104.93,0.066,2057,2000
2001-02,19,11.9,0.401,0.169,98.1,98.5,96.3,97.3,1.8,1.2,0.238,0.022,0.058,0.04,10.2,10.1,0.36,91.39,90.76,0.059,2057,2001
2000-01,70,9.1,0.53,0.103,95.2,96.4,100.5,101.5,-5.3,-5.1,0.06,0.109,0.119,0.114,15.0,15.0,0.491,96.36,95.25,0.044,2058,2000
2001-02,59,11.0,0.492,0.124,106.3,107.7,101.2,102.0,5.0,5.7,0.096,0.124,0.119,0.121,9.3,9.3,0.452,95.15,94.19,0.059,2058,2001
2002-03,54,14.5,0.458,0.118,107.3,107.0,105.2,106.4,2.1,0.6,0.067,0.103,0.096,0.099,10.6,10.6,0.423,95.46,95.06,0.034,2058,2002
2003-04,72,17.3,0.506,0.112,102.2,102.8,95.5,96.1,6.7,6.8,0.034,0.107,0.112,0.11,14.0,14.2,0.495,91.11,90.54,0.042,2058,2003
2004-05,41,14.7,0.526,0.081,106.8,107.1,98.6,100.8,8.2,6.3,0.041,0.112,0.11,0.111,19.0,19.1,0.515,92.5,91.37,0.019,2058,2004
2002-03,66,21.0,0.498,0.195,102.5,102.9,101.2,101.6,1.2,1.4,0.237,0.027,0.091,0.059,13.0,13.1,0.461,92.73,92.37,0.097,2060,2002
2003-04,58,30.3,0.475,0.157,103.1,101.2,105.8,105.8,-2.7,-4.5,0.258,0.025,0.078,0.051,12.5,12.5,0.441,93.29,94.14,0.083,2060,2003
2004-05,50,33.2,0.5,0.164,105.2,104.3,103.5,103.0,1.7,1.3,0.287,0.014,0.089,0.053,10.9,11.0,0.475,91.61,92.18,0.103,2060,2004
2005-06,75,28.0,0.468,0.169,101.6,100.6,101.0,99.9,0.6,0.7,0.223,0.031,0.085,0.058,12.1,12.1,0.435,89.52,90.44,0.082,2060,2005
2006-07,70,22.2,0.51,0.132,99.3,98.5,104.8,104.2,-5.5,-5.7,0.147,0.037,0.089,0.063,14.8,14.7,0.468,93.35,94.05,0.059,2060,2006
2000-01,33,7.3,0.403,0.216,96.8,96.1,105.8,107.7,-8.9,-11.6,0.031,0.048,0.109,0.078,6.5,6.5,0.374,93.83,93.34,0.05,2061,2000
2001-02,34,12.7,0.412,0.144,88.7,88.2,107.6,109.5,-18.9,-21.3,0.058,0.047,0.113,0.077,5.9,5.9,0.396,90.92,90.34,0.056,2061,2001
2002-03,60,9.0,0.434,0.186,103.8,105.4,94.0,94.2,9.8,11.2,0.061,0.034,0.127,0.08,6.4,6.5,0.423,94.25,93.45,0.059,2061,2002
2003-04,2,10.3,0.438,0.178,109.8,114.2,90.2,92.1,19.5,22.1,0.0,0.0,0.063,0.029,0.0,0.0,0.438,95.23,92.39,0.015,2061,2003
2000-01,33,19.0,0.495,0.167,92.0,91.4,102.9,103.9,-11.0,-12.5,0.198,0.016,0.046,0.03,8.3,8.3,0.477,90.19,90.02,0.071,2062,2000
2001-02,45,13.4,0.477,0.217,97.9,98.1,101.7,101.9,-3.9,-3.8,0.248,0.019,0.057,0.037,9.9,9.9,0.455,92.67,92.43,0.083,2062,2001
2002-03,2,4.3,0.0,0.263,87.5,94.9,100.0,98.8,-12.5,-3.9,0.4,0.0,0.0,0.0,14.3,14.3,0.0,90.0,87.08,-0.075,2062,2002
2000-01,16,9.0,0.481,0.138,82.9,81.9,103.9,107.0,-21.0,-25.1,0.068,0.085,0.179,0.128,25.0,24.9,0.44,92.52,91.74,0.003,2063,2000
2001-02,59,15.3,0.614,0.143,98.0,97.7,102.7,101.9,-4.7,-4.2,0.031,0.113,0.167,0.139,15.5,15.6,0.554,92.78,93.28,0.083,2063,2001
2002-03,65,14.6,0.604,0.116,102.0,102.6,96.7,96.8,5.2,5.8,0.056,0.099,0.135,0.117,16.6,16.6,0.564,95.76,95.45,0.059,2063,2002
2003-04,66,24.2,0.577,0.128,100.6,99.7,100.8,100.7,-0.2,-1.0,0.053,0.076,0.141,0.108,14.9,15.0,0.507,95.15,95.64,0.058,2063,2003
2004-05,38,9.5,0.528,0.114,103.4,104.0,96.2,96.5,7.2,7.5,0.065,0.083,0.151,0.119,17.5,17.7,0.458,97.92,97.47,0.053,2063,2004
2000-01,50,18.7,0.458,0.191,92.7,92.1,102.0,102.6,-9.3,-10.6,0.288,0.021,0.07,0.044,9.9,10.0,0.415,92.19,92.22,0.082,2064,2000
2000-01,17,10.6,0.386,0.173,98.6,99.4,105.3,107.9,-6.6,-8.5,0.093,0.053,0.076,0.064,8.3,8.4,0.347,97.22,95.68,0.039,2065,2000
2000-01,34,6.6,0.393,0.122,93.1,93.9,98.7,102.8,-5.6,-9.0,0.008,0.089,0.139,0.113,6.2,6.3,0.375,96.49,94.16,0.046,2066,2000
2002-03,13,5.9,0.442,0.146,90.3,90.7,99.4,100.7,-9.0,-10.0,0.087,0.119,0.178,0.146,6.5,6.5,0.417,97.26,96.37,0.082,2066,2002
2000-01,50,10.9,0.478,0.25,96.3,97.9,96.6,98.3,-0.3,-0.4,0.192,0.009,0.07,0.039,10.0,10.0,0.46,91.67,90.16,0.073,2067,2000
2001-02,64,19.2,0.471,0.233,95.2,95.9,97.6,99.2,-2.3,-3.3,0.186,0.014,0.08,0.046,10.7,10.7,0.45,90.84,89.8,0.086,2067,2001
2002-03,55,18.6,0.447,0.223,91.8,91.5,97.7,99.2,-5.9,-7.7,0.168,0.015,0.086,0.048,7.8,7.8,0.428,91.86,91.3,0.085,2067,2002
2003-04,60,19.7,0.436,0.198,98.1,97.8,106.7,107.2,-8.6,-9.4,0.228,0.023,0.098,0.059,9.3,9.3,0.415,92.87,92.8,0.082,2067,2003
2004-05,68,13.0,0.525,0.204,103.6,104.9,107.6,107.9,-4.1,-2.9,0.18,0.018,0.083,0.049,6.9,6.9,0.511,94.57,93.87,0.105,2067,2004
