PERSON_ID,PLAYER_NAME,DRAFT_YEAR,OVERALL_PICK,ROUND_NUMBER,ROUND_PICK,PerformanceScore,ExpectedPerformanceScore,VOE,ROOKIE_SALARY_YEAR_1,ROI,ROI_scaled,NUM_SEASONS_PLAYED_IN_DATA,GP,MIN,PTS,REB,AST
101120,Antoine Wright,2005,15,1,15,-1.5982113784392915,1.3619425294075354,-2.960153907846827,1172700.0,-1.3628475982257112e-06,-1.362847598225711,3.0,158.0,2738.0,703.0,352.0,147.0
101121,Joey Graham,2005,16,1,16,2.093067499124081,0.1436090356304043,1.949458463493677,1114100.0,1.878707027308214e-06,1.878707027308214,5.0,338.0,5531.0,2037.0,974.0,189.0
101122,Danny Granger,2005,17,1,17,8.728115212885129,1.632304885072192,7.095810327812937,1058400.0,8.246518530692676e-06,8.246518530692676,5.0,369.0,12128.0,6521.0,1934.0,724.0
101123,Gerald Green,2005,18,1,18,-1.6129646836676637,1.2957977938639158,-2.9087624775315795,1005500.0,-1.6041419032000633e-06,-1.6041419032000634,3.0,143.0,2515.0,1163.0,313.0,130.0
101124,Hakim Warrick,2005,19,1,19,4.475968350294879,1.7169155203806519,2.7590528299142276,960200.0,4.661495886580795e-06,4.661495886580795,5.0,355.0,7683.0,3616.0,1538.0,259.0
101125,Julius Hodge,2005,20,1,20,-4.372465214939648,0.42858825668858747,-4.801053471628236,921800.0,-4.74339901815974e-06,-4.74339901815974,2.0,23.0,97.0,28.0,15.0,18.0
101126,Nate Robinson,2005,21,1,21,4.731759787589284,2.1949037398820344,2.5368560477072495,884900.0,5.347225435178307e-06,5.347225435178307,5.0,312.0,7725.0,3897.0,903.0,862.0
101127,Jarrett Jack,2005,22,1,22,8.576638332008784,0.1850630339177511,8.391575298091032,849500.0,1.0096101626849657e-05,10.096101626849658,5.0,404.0,11438.0,4291.0,1100.0,1700.0
101128,Francisco Garcia,2005,23,1,23,3.4183341013113018,0.8341716057807225,2.5841624955305793,815600.0,4.191189432701449e-06,4.1911894327014485,5.0,315.0,7357.0,2848.0,938.0,504.0
101129,Luther Head,2005,24,1,24,1.9824270467832568,0.4861859308351865,1.4962411159480702,782900.0,2.532158700706676e-06,2.532158700706676,4.0,243.0,6076.0,2179.0,678.0,570.0
101130,Johan Petro,2005,25,1,25,0.6561881843125925,-0.40273951461954993,1.0589276989321426,751600.0,8.730550616186702e-07,0.8730550616186702,4.0,248.0,4319.0,1347.0,1064.0,102.0
101131,Jason Maxiell,2005,26,1,26,2.462146754544689,0.8767131306301804,1.5854336239145086,726700.0,3.3881199319453546e-06,3.3881199319453548,5.0,329.0,5828.0,2010.0,1372.0,126.0
101132,Linas Kleiza,2005,27,1,27,3.356899848652007,1.417854825387009,1.9390450232649983,705700.0,4.756836968473866e-06,4.756836968473866,5.0,340.0,6752.0,2940.0,1219.0,259.0
101133,Ian Mahinmi,2005,28,1,28,-0.42413780732430145,0.4260862663827283,-0.8502240737070297,701400.0,-6.047017498207891e-07,-0.6047017498207891,5.0,229.0,3137.0,1051.0,777.0,50.0
101134,Wayne Simien,2005,29,1,29,-3.8835441017112347,-0.31484615659863735,-3.5686979451125973,696300.0,-5.577400691815646e-06,-5.5774006918156465,2.0,51.0,507.0,169.0,99.0,11.0
101135,David Lee,2005,30,1,30,9.51146079310815,0.8805305586342472,8.630930234473903,,,,5.0,368.0,11059.0,4775.0,3529.0,711.0
101136,Salim Stoudamire,2005,31,2,1,-1.4689285683150157,-1.0732534758621908,-0.39567509245282495,,,,3.0,157.0,2672.0,1260.0,214.0,164.0
101137,Daniel Ewing,2005,32,2,2,-2.4460938718892526,-1.965802482302751,-0.48029138958650175,,,,2.0,127.0,1683.0,431.0,158.0,174.0
101138,Brandon Bass,2005,33,2,3,0.8346089606519983,-1.1083681444846332,1.9429771051366314,,,,5.0,260.0,4209.0,1740.0,952.0,126.0
101139,CJ Miles,2005,34,2,4,0.6282056646498008,-1.1712751083287867,1.7994807729785873,,,,5.0,255.0,4385.0,1756.0,486.0,306.0
101140,Ricky Sanchez,2005,35,2,5,-4.645271505810585,-1.534077619330717,-3.1111938864798674,,,,0.0,0.0,0.0,0.0,0.0,0.0
101141,Ersan Ilyasova,2005,36,2,6,5.400772186780695,-1.240312107356127,6.641084294136822,,,,5.0,340.0,8043.0,3557.0,2120.0,377.0
101142,Ronny Turiaf,2005,37,2,7,2.237290129150043,-0.9647556256991736,3.2020457548492165,,,,5.0,294.0,5274.0,1621.0,1153.0,455.0
101143,Travis Diener,2005,38,2,8,-0.9896637556407126,-1.223030394343856,0.23336663870314345,,,,5.0,174.0,2634.0,851.0,242.0,428.0
101144,Von Wafer,2005,39,2,9,-4.140336715977087,-1.9876302770414147,-2.152706438935672,,,,3.0,46.0,228.0,66.0,27.0,11.0
101145,Monta Ellis,2005,40,2,10,6.851539019424475,-1.7174084704503874,8.568947489874862,,,,5.0,296.0,10134.0,5347.0,1117.0,1145.0
101146,Roko Ukic,2005,41,2,11,-3.118040638777617,-1.3122861572815279,-1.8057544814960893,,,,2.0,85.0,987.0,341.0,78.0,165.0
101147,Chris Taft,2005,42,2,12,-4.402420540202793,-1.6659636172687429,-2.73645692293405,,,,1.0,17.0,144.0,47.0,36.0,2.0
101148,Mile Ilic,2005,43,2,13,-4.603966434742869,-2.4236821005068823,-2.1802843342359868,,,,1.0,5.0,6.0,0.0,1.0,0.0
101149,Martynas Andriuskevicius,2005,44,2,14,-4.59169212964105,-3.0261837406478937,-1.5655083889931563,,,,1.0,6.0,9.0,0.0,4.0,0.0
101150,Lou Williams,2005,45,2,15,3.737907372078811,-1.7843466646131085,5.52225403669192,,,,5.0,316.0,6526.0,3175.0,608.0,883.0
101151,Erazem Lorbek,2005,46,2,16,-4.645271505810585,-2.049415723669684,-2.5958557821409007,,,,0.0,0.0,0.0,0.0,0.0,0.0
101152,Bracey Wright,2005,47,2,17,-4.20209111231171,-2.485888414134478,-1.7162026981772325,,,,2.0,26.0,325.0,129.0,39.0,20.0
101153,Mickael Gelabale,2005,48,2,18,-1.9106070903551036,-2.712561145630282,0.8019540552751785,,,,3.0,145.0,2348.0,670.0,330.0,115.0
101154,Andray Blatche,2005,49,2,19,3.7787696169762888,-1.9314093933621017,5.710179010338391,,,,5.0,319.0,6491.0,2745.0,1541.0,429.0
101155,Ryan Gomes,2005,50,2,20,6.965445638311383,-3.311162269425915,10.276607907737297,,,,5.0,374.0,10909.0,4299.0,1920.0,581.0
101156,Robert Whaley,2005,51,2,21,-4.297971655189192,-3.5891324097242014,-0.7088392454649908,,,,1.0,23.0,212.0,49.0,43.0,17.0
101157,Axel Hervelle,2005,52,2,22,-4.645271505810585,-2.717694488270481,-1.9275770175401035,,,,0.0,0.0,0.0,0.0,0.0,0.0
101158,Orien Greene,2005,53,2,23,-2.4961258539185383,-4.123214738704586,1.627088884786048,,,,4.0,131.0,1555.0,326.0,195.0,155.0
101159,Dijon Thompson,2005,54,2,24,-4.4439531658203775,-4.148061939204408,-0.29589122661596967,,,,2.0,16.0,93.0,45.0,19.0,3.0
101160,Lawrence Roberts,2005,55,2,25,-3.0355801786043566,-2.78973278702939,-0.2458473915749666,,,,2.0,87.0,1150.0,334.0,310.0,35.0
101161,Amir Johnson,2005,56,2,26,-0.2271178593596075,-3.7586155462502324,3.531497686890625,,,,5.0,217.0,3291.0,1016.0,903.0,103.0
101162,Marcin Gortat,2005,57,2,27,0.16851419116138988,-4.315209641304214,4.4837238324656035,,,,4.0,205.0,3559.0,1267.0,1156.0,86.0
101166,Uros Slokar,2005,58,2,28,-4.432761257514883,-3.8687780900768662,-0.5639831674380171,,,,1.0,20.0,72.0,38.0,14.0,1.0
101164,Cenk Akyol,2005,59,2,29,-4.645271505810585,-4.543081258867477,-0.10219024694310797,,,,0.0,0.0,0.0,0.0,0.0,0.0
101165,Alex Acker,2005,60,2,30,-4.240966937159692,-3.3328690349645442,-0.9080979021951481,,,,2.0,30.0,235.0,81.0,29.0,16.0
200745,Andrea Bargnani,2006,1,1,1,7.177013431787082,8.481838049306718,-1.3048246175196363,3617100.0,1.9841899399483237e-06,1.9841899399483238,5.0,367.0,11095.0,5535.0,1795.0,445.0
200746,LaMarcus Aldridge,2006,2,1,2,10.042237395995944,4.571503588611435,5.470733807384509,3236300.0,3.1029995352705075e-06,3.1029995352705075,5.0,379.0,13178.0,6547.0,2831.0,633.0
200747,Adam Morrison,2006,3,1,3,-1.031307112069982,7.207031910243829,-8.238339022313811,2906200.0,-3.5486446633747915e-07,-0.35486446633747915,3.0,161.0,3278.0,1200.0,342.0,222.0
200748,Tyrus Thomas,2006,4,1,4,1.7128645700779956,5.498720180722668,-3.785855610644673,2620200.0,6.537152011594518e-07,0.6537152011594518,4.0,250.0,5013.0,1985.0,1271.0,230.0
200749,Shelden Williams,2006,5,1,5,-1.1396305209453228,5.6070193539629205,-6.746649874908243,2372800.0,-4.802893294611105e-07,-0.48028932946111047,3.0,175.0,2595.0,811.0,718.0,71.0
200750,Brandon Roy,2006,6,1,6,8.823483562238962,3.284608943102659,5.538874619136303,2155100.0,4.094233939139234e-06,4.094233939139234,5.0,321.0,11439.0,6107.0,1374.0,1494.0
200751,Randy Foye,2006,7,1,7,5.407479804406196,5.411582922276298,-0.004103117870101869,1967400.0,2.7485411224998455e-06,2.7485411224998453,5.0,324.0,8850.0,3801.0,793.0,1097.0
200752,Rudy Gay,2006,8,1,8,9.270944965883375,2.4915856085804453,6.77935935730293,1802400.0,5.143666758701384e-06,5.143666758701384,5.0,372.0,13375.0,6607.0,2092.0,699.0
200753,Patrick O'Bryant,2006,9,1,9,-3.6299668569374446,3.986208314329898,-7.616175171267343,1656800.0,-2.1909505413673615e-06,-2.1909505413673616,3.0,79.0,473.0,167.0,116.0,24.0
200754,Mouhamed Sene,2006,10,1,10,-4.06467987270037,2.9660976465445814,-7.0307775192449515,1573900.0,-2.5825528132031065e-06,-2.5825528132031064,3.0,47.0,259.0,103.0,75.0,1.0
200755,JJ Redick,2006,11,1,11,1.4038136513743622,2.0688635307930068,-0.6650498794186446,1495200.0,9.388801841722593e-07,0.9388801841722593,5.0,281.0,5330.0,2155.0,452.0,385.0
200756,Hilton Armstrong,2006,12,1,12,-1.312650105008324,3.095875325808867,-4.408525430817191,1420400.0,-9.241411609464404e-07,-0.9241411609464404,4.0,197.0,2514.0,702.0,521.0,64.0
200757,Thabo Sefolosha,2006,13,1,13,-0.059082843419093194,2.3902527145615435,-2.449335557980637,1349400.0,-4.378452898999051e-08,-0.04378452898999051,3.0,206.0,3757.0,1109.0,650.0,300.0
200758,Ronnie Brewer,2006,14,1,14,1.119209945334353,1.6235892221864359,-0.504379276852083,1282000.0,8.730186781079196e-07,0.8730186781079196,4.0,218.0,5448.0,2295.0,600.0,340.0
200759,Cedric Simmons,2006,15,1,15,-3.656547913540367,1.3619425294075354,-5.018490442947902,1217800.0,-3.002584918328434e-06,-3.002584918328434,3.0,68.0,682.0,162.0,137.0,14.0
200760,Rodney Carney,2006,16,1,16,0.7893703153219283,0.1436090356304043,0.645761279691524,1157000.0,6.822561065876648e-07,0.6822561065876648,5.0,297.0,4595.0,1776.0,587.0,132.0
200761,Shawne Williams,2006,17,1,17,-0.3497421031344594,1.632304885072192,-1.9820469882066514,1099100.0,-3.1820771825535383e-07,-0.3182077182553538,5.0,215.0,3530.0,1226.0,612.0,146.0
200762,Oleksiy Pecherov,2006,18,1,18,-2.9099509303399653,1.2957977938639158,-4.205748724203881,1044200.0,-2.7867754552192733e-06,-2.7867754552192734,3.0,111.0,1044.0,438.0,266.0,20.0
200763,Quincy Douby,2006,19,1,19,-2.4513720934633247,1.7169155203806519,-4.168287613843977,997100.0,-2.4585017485340736e-06,-2.4585017485340734,3.0,143.0,1536.0,588.0,152.0,93.0
200764,Renaldo Balkman,2006,20,1,20,-0.6665765966910381,0.42858825668858747,-1.0951648533796257,957300.0,-6.963089905891968e-07,-0.6963089905891967,5.0,204.0,2931.0,849.0,740.0,127.0
200765,Rajon Rondo,2006,21,1,21,11.736856148134251,2.1949037398820344,9.541952408252216,918900.0,1.2772724070229895e-05,12.772724070229895,5.0,384.0,12269.0,4099.0,1687.0,2903.0
200766,Marcus Williams,2006,22,1,22,-0.051294897111339666,0.1850630339177511,-0.23635793102909078,882200.0,-5.814429507066387e-08,-0.05814429507066387,4.0,203.0,3095.0,1128.0,361.0,574.0
200767,Josh Boone,2006,23,1,23,1.0490555963227586,0.8341716057807225,0.2148839905420361,847000.0,1.2385544230493018e-06,1.2385544230493017,4.0,256.0,4482.0,1340.0,1258.0,125.0
200768,Kyle Lowry,2006,24,1,24,0.26552596676572077,0.4861859308351865,-0.22065996406946575,813000.0,3.2660020512388776e-07,0.32660020512388777,3.0,169.0,3943.0,1431.0,470.0,603.0
200769,Shannon Brown,2006,25,1,25,-3.5022009476869083,-0.40273951461954993,-3.099461433067358,780500.0,-4.487124852898025e-06,-4.487124852898025,3.0,74.0,783.0,331.0,65.0,55.0
200770,Jordan Farmar,2006,26,1,26,4.569741838693039,0.8767131306301804,3.6930287080628585,754700.0,6.0550441747622085e-06,6.055044174762209,5.0,374.0,7242.0,2777.0,723.0,1012.0
200771,Sergio Rodriguez,2006,27,1,27,0.48194882134834083,1.417854825387009,-0.9359060040386681,732800.0,6.576812518399847e-07,0.6576812518399847,4.0,246.0,3246.0,983.0,318.0,718.0
200772,Maurice Ager,2006,28,1,28,-3.7471127732708513,0.4260862663827283,-4.173199039653579,728400.0,-5.144306388345485e-06,-5.144306388345485,3.0,78.0,476.0,154.0,44.0,18.0
200776,Mardy Collins,2006,29,1,29,-1.6485068437875445,-0.31484615659863735,-1.3336606871889072,723100.0,-2.279777131499854e-06,-2.279777131499854,3.0,146.0,2301.0,631.0,286.0,283.0
200777,Joel Freeland,2006,30,1,30,-1.9680227343779322,0.8805305586342472,-2.8485532930121793,717800.0,-2.7417424552492787e-06,-2.7417424552492786,3.0,151.0,1821.0,477.0,518.0,65.0
200778,James White,2006,31,2,1,-3.723970143806257,-1.0732534758621908,-2.6507166679440664,,,,3.0,67.0,583.0,182.0,68.0,35.0
200779,Steve Novak,2006,32,2,2,-1.744660644551666,-1.965802482302751,0.22114183775108498,,,,5.0,202.0,1996.0,802.0,224.0,58.0
200780,Solomon Jones,2006,33,2,3,-0.7328083183292476,-1.1083681444846332,0.3755598261553855,,,,5.0,247.0,2689.0,758.0,577.0,88.0
200781,Paul Davis,2006,34,2,4,-3.4512358900913385,-1.1712751083287867,-2.2799607817625516,,,,4.0,82.0,702.0,217.0,158.0,32.0
200782,P.J. Tucker,2006,35,2,5,5.359261439005013,-1.534077619330717,6.89333905833573,,,,5.0,337.0,9406.0,2661.0,1916.0,552.0
200783,Craig Smith,2006,36,2,6,3.76082067196272,-1.240312107356127,5.001132779318847,,,,5.0,356.0,6362.0,2924.0,1457.0,303.0
200784,Bobby Jones,2006,37,2,7,-4.0222019902049135,-0.9647556256991736,-3.05744636450574,,,,2.0,47.0,356.0,112.0,59.0,17.0
200785,Kosta Perovic,2006,38,2,8,-4.5577174813244135,-1.223030394343856,-3.3346870869805576,,,,1.0,7.0,38.0,10.0,13.0,1.0
200786,David Noel,2006,39,2,9,-3.5298334066399804,-1.9876302770414147,-1.5422031295985656,,,,1.0,68.0,792.0,184.0,123.0,65.0
200787,Denham Brown,2006,40,2,10,-4.645271505810585,-1.7174084704503874,-2.9278630353601973,,,,0.0,0.0,0.0,0.0,0.0,0.0
200788,James Augustine,2006,41,2,11,-4.324695915805595,-1.3122861572815279,-3.0124097585240674,,,,2.0,27.0,156.0,42.0,33.0,4.0
200789,Daniel Gibson,2006,42,2,12,3.1706238226403545,-1.6659636172687429,4.836587439909097,,,,5.0,316.0,7481.0,2602.0,631.0,617.0
200790,Marcus Vinicius,2006,43,2,13,-4.3355845572614,-2.4236821005068823,-1.9119024567545173,,,,2.0,26.0,172.0,50.0,19.0,7.0
200791,Lior Eliyahu,2006,44,2,14,-4.645271505810585,-3.0261837406478937,-1.619087765162691,,,,0.0,0.0,0.0,0.0,0.0,0.0
200792,Alexander Johnson,2006,45,2,15,-2.8795467171187785,-1.7843466646131085,-1.09520005250567,,,,2.0,102.0,1302.0,439.0,275.0,30.0
200793,Dee Brown,2006,46,2,16,-3.5323126607090973,-2.049415723669684,-1.4828969370394134,,,,2.0,68.0,711.0,140.0,69.0,119.0
200794,Paul Millsap,2006,47,2,17,8.11057381288245,-2.485888414134478,10.596462227016929,,,,5.0,398.0,10346.0,4517.0,2675.0,599.0
200795,Vladimir Veremeenko,2006,48,2,18,-4.645271505810585,-2.712561145630282,-1.9327103601803026,,,,0.0,0.0,0.0,0.0,0.0,0.0
200796,Leon Powe,2006,49,2,19,-0.09225813035574615,-1.9314093933621017,1.8391512630063556,,,,5.0,223.0,3179.0,1396.0,886.0,73.0
200797,Ryan Hollins,2006,50,2,20,-2.7973388866616378,-3.311162269425915,0.5138233827642771,,,,3.0,132.0,1161.0,354.0,235.0,22.0
200798,Cheikh Samb,2006,51,2,21,-4.393346631365375,-3.5891324097242014,-0.8042142216411738,,,,2.0,22.0,114.0,22.0,31.0,1.0
200799,Guillermo Diaz,2006,52,2,22,-4.587192895561645,-2.717694488270481,-1.869498407291164,,,,1.0,6.0,18.0,5.0,2.0,1.0
200800,Yotam Halperin,2006,53,2,23,-4.645271505810585,-4.123214738704586,-0.5220567671059984,,,,0.0,0.0,0.0,0.0,0.0,0.0
200801,Hassan Adams,2006,54,2,24,-3.708231296208984,-4.148061939204408,0.43983064299542374,,,,2.0,73.0,547.0,185.0,84.0,14.0
200802,Ejike Ugboaja,2006,55,2,25,-4.645271505810585,-2.78973278702939,-1.8555387187811947,,,,0.0,0.0,0.0,0.0,0.0,0.0
200803,Edin Bavcic,2006,56,2,26,-4.645271505810585,-3.7586155462502324,-0.8866559595603523,,,,0.0,0.0,0.0,0.0,0.0,0.0
200804,Loukas Mavrokefalidis,2006,57,2,27,-4.645271505810585,-4.315209641304214,-0.3300618645063711,,,,0.0,0.0,0.0,0.0,0.0,0.0
200805,JR Pinnock,2006,58,2,28,-4.645271505810585,-3.8687780900768662,-0.7764934157337184,,,,0.0,0.0,0.0,0.0,0.0,0.0
200806,Damir Markota,2006,59,2,29,-4.2916539249224765,-4.543081258867477,0.25142733394500016,,,,1.0,30.0,170.0,51.0,31.0,6.0
200807,Will Blalock,2006,60,2,30,-4.427338126863314,-3.3328690349645442,-1.09446909189877,,,,1.0,14.0,166.0,25.0,15.0,17.0
201141,Greg Oden,2007,1,1,1,-1.930200491966262,8.481838049306718,-10.412038541272981,3751000.0,-5.145829090819147e-07,-0.5145829090819147,3.0,105.0,2028.0,840.0,656.0,51.0
201142,Kevin Durant,2007,2,1,2,12.696268615433514,4.571503588611435,8.124765026822079,3356100.0,3.7830424050038777e-06,3.7830424050038776,5.0,380.0,14476.0,9978.0,2513.0,1073.0
201143,Al Horford,2007,3,1,3,8.086760343933946,7.207031910243829,0.8797284336901168,3013900.0,2.6831548305962195e-06,2.6831548305962194,5.0,317.0,10679.0,4056.0,3003.0,766.0
201144,Mike Conley,2007,4,1,4,8.577139377696636,5.498720180722668,3.078419196973967,2717300.0,3.156493349168894e-06,3.156493349168894,5.0,358.0,11504.0,4247.0,1009.0,1933.0
201145,Jeff Green,2007,5,1,5,4.342252786934858,5.6070193539629205,-1.2647665670280626,2460700.0,1.7646412756267965e-06,1.7646412756267964,4.0,266.0,8781.0,3621.0,1474.0,427.0
201146,Yi Jianlian,2007,6,1,6,2.24418794229843,3.284608943102659,-1.040421000804229,2234900.0,1.0041558648254644e-06,1.0041558648254643,5.0,272.0,6038.0,2148.0,1339.0,192.0
201147,Corey Brewer,2007,7,1,7,0.4466923604537299,5.411582922276298,-4.9648905618225685,2040200.0,2.1894537812652187e-07,0.21894537812652187,4.0,189.0,4740.0,1687.0,643.0,341.0
201148,Brandan Wright,2007,8,1,8,-2.5443861860146084,2.4915856085804453,-5.035971794595054,1869100.0,-1.3612894901367547e-06,-1.3612894901367547,3.0,114.0,1443.0,615.0,345.0,42.0
201149,Joakim Noah,2007,9,1,9,6.578834111738819,3.986208314329898,2.5926257974089206,1718100.0,3.829133410010371e-06,3.829133410010371,5.0,330.0,8918.0,2925.0,2853.0,589.0
201150,Spencer Hawes,2007,10,1,10,5.121325768104485,2.9660976465445814,2.155228121559903,1632200.0,3.1376827399243258e-06,3.1376827399243257,5.0,338.0,7732.0,2872.0,1950.0,570.0
201151,Acie Law,2007,11,1,11,-2.4450761343780383,2.0688635307930068,-4.513939665171045,1550600.0,-1.5768580771172696e-06,-1.5768580771172696,3.0,123.0,1560.0,463.0,129.0,215.0
201152,Thaddeus Young,2007,12,1,12,6.266399926728144,3.095875325808867,3.170524600919277,1473000.0,4.254175103006208e-06,4.254175103006208,5.0,361.0,10169.0,4534.0,1798.0,397.0
201153,Julian Wright,2007,13,1,13,-0.5496243560692543,2.3902527145615435,-2.9398770706307977,1399400.0,-3.9275715025672024e-07,-0.39275715025672026,4.0,231.0,3049.0,907.0,531.0,182.0
201154,Al Thornton,2007,14,1,14,2.355020528391872,1.6235892221864359,0.7314313062054363,1329500.0,1.7713580506896368e-06,1.771358050689637,3.0,225.0,6891.0,3003.0,1020.0,291.0
201155,Rodney Stuckey,2007,15,1,15,7.257871574209131,1.3619425294075354,5.895929044801595,1262900.0,5.746988339701584e-06,5.746988339701584,5.0,334.0,9924.0,4603.0,1043.0,1466.0
201156,Nick Young,2007,16,1,16,3.4513279784267565,0.1436090356304043,3.307718942796352,1199800.0,2.8765860797022476e-06,2.8765860797022476,5.0,335.0,7661.0,3872.0,638.0,327.0
201157,Sean Williams,2007,17,1,17,-2.1891891964692203,1.632304885072192,-3.8214940815414122,1139800.0,-1.9206783615276544e-06,-1.9206783615276544,4.0,129.0,1913.0,552.0,459.0,45.0
201158,Marco Belinelli,2007,18,1,18,1.9425922389403187,1.2957977938639158,0.6467944450764029,1082800.0,1.7940452890102685e-06,1.7940452890102685,5.0,287.0,6167.0,2552.0,503.0,385.0
201159,Javaris Crittenton,2007,19,1,19,-2.311838957457645,1.7169155203806519,-4.028754477838297,1034100.0,-2.235604832663809e-06,-2.235604832663809,2.0,106.0,1808.0,576.0,270.0,196.0
201160,Jason Smith,2007,20,1,20,1.3429617172903847,0.42858825668858747,0.9143734606017972,992700.0,1.3528374305332776e-06,1.3528374305332775,5.0,300.0,4690.0,1676.0,988.0,157.0
201161,Daequan Cook,2007,21,1,21,1.2641519142780036,2.1949037398820344,-0.9307518256040308,953000.0,1.3264972867555125e-06,1.3264972867555125,5.0,279.0,5552.0,1977.0,642.0,224.0
201162,Jared Dudley,2007,22,1,22,0.519700154129445,0.1850630339177511,0.3346371202116939,914900.0,5.680403914410811e-07,0.5680403914410811,3.0,223.0,4531.0,1468.0,772.0,252.0
201163,Wilson Chandler,2007,23,1,23,2.0675359963644655,0.8341716057807225,1.233364390583743,878300.0,2.3540202622844877e-06,2.3540202622844877,4.0,203.0,6382.0,2694.0,1025.0,375.0
201164,Rudy Fernandez,2007,24,1,24,1.9179852561297903,0.4861859308351865,1.4317993252946037,843100.0,2.274920242118124e-06,2.2749202421181236,4.0,249.0,5965.0,2254.0,608.0,554.0
201165,Morris Almond,2007,25,1,25,-4.113112667762448,-0.40273951461954993,-3.710373153142898,809400.0,-5.081681081989681e-06,-5.081681081989681,3.0,38.0,361.0,119.0,46.0,12.0
201166,Aaron Brooks,2007,26,1,26,2.6741162936635563,0.8767131306301804,1.7974031630333758,782600.0,3.4169643415072277e-06,3.4169643415072275,4.0,238.0,5998.0,3002.0,455.0,863.0
201167,Arron Afflalo,2007,27,1,27,4.47500901976367,1.417854825387009,3.057154194376661,760000.0,5.888169762846934e-06,5.888169762846934,5.0,362.0,8835.0,3173.0,971.0,551.0
201168,Tiago Splitter,2007,28,1,28,3.58064662418991,0.4260862663827283,3.154560357807182,755400.0,4.740067016401787e-06,4.740067016401787,5.0,311.0,6157.0,2576.0,1637.0,389.0
201169,Alando Tucker,2007,29,1,29,-3.935833705427926,-0.31484615659863735,-3.6209875488292886,749900.0,-5.248478070980032e-06,-5.248478070980032,3.0,51.0,425.0,211.0,49.0,16.0
201170,Petteri Koponen,2007,30,1,30,-4.645271505810585,0.8805305586342472,-5.525802064444832,744400.0,-6.2402895027009465e-06,-6.240289502700946,0.0,0.0,0.0,0.0,0.0,0.0
201171,Carl Landry,2007,31,2,1,0.8093690860035033,-1.0732534758621908,1.882622561865694,,,,3.0,191.0,4647.0,2323.0,1018.0,126.0
201172,Gabe Pruitt,2007,32,2,2,-3.811192166928079,-1.965802482302751,-1.8453896846253282,,,,2.0,62.0,461.0,125.0,51.0,52.0
201173,Marcus Williams,2007,33,2,3,-4.506358435819825,-1.1083681444846332,-3.397990291335192,,,,2.0,13.0,39.0,14.0,12.0,3.0
201174,Nick Fazekas,2007,34,2,4,-4.183416382618754,-1.1712751083287867,-3.0121412742899674,,,,1.0,26.0,269.0,107.0,89.0,11.0
201175,Glen Davis,2007,35,2,5,3.663950236314405,-1.534077619330717,5.1980278556451225,,,,5.0,338.0,7235.0,2664.0,1470.0,271.0
201176,Jermareo Davidson,2007,36,2,6,-3.896528856595035,-1.240312107356127,-2.656216749238908,,,,2.0,52.0,433.0,162.0,96.0,14.0
201177,Josh McRoberts,2007,37,2,7,-0.24566529616263905,-0.9647556256991736,0.7190903295365345,,,,5.0,205.0,3146.0,942.0,764.0,263.0
201178,Kyrylo Fesenko,2007,38,2,8,-2.7344483431540993,-1.223030394343856,-1.5114179488102433,,,,5.0,135.0,1107.0,305.0,269.0,40.0
201179,Stanko Barac,2007,39,2,9,-4.645271505810585,-1.9876302770414147,-2.6576412287691698,,,,0.0,0.0,0.0,0.0,0.0,0.0
201180,Sun Sun,2007,40,2,10,-4.553766018239619,-1.7174084704503874,-2.8363575477892318,,,,1.0,10.0,28.0,6.0,0.0,2.0
201181,Chris Richard,2007,41,2,11,-3.5352513728368766,-1.3122861572815279,-2.222965215555349,,,,2.0,70.0,780.0,135.0,194.0,25.0
201182,Derrick Byars,2007,42,2,12,-4.5989833652474115,-1.6659636172687429,-2.9330197479786686,,,,1.0,2.0,37.0,10.0,11.0,1.0
201183,Adam Haluska,2007,43,2,13,-4.645271505810585,-2.4236821005068823,-2.2215894053037024,,,,0.0,0.0,0.0,0.0,0.0,0.0
201184,Reyshawn Terry,2007,44,2,14,-4.645271505810585,-3.0261837406478937,-1.619087765162691,,,,0.0,0.0,0.0,0.0,0.0,0.0
201185,Jared Jordan,2007,45,2,15,-4.645271505810585,-1.7843466646131085,-2.860924841197476,,,,0.0,0.0,0.0,0.0,0.0,0.0
201186,Stephane Lasme,2007,46,2,16,-4.326057077389599,-2.049415723669684,-2.2766413537199153,,,,1.0,16.0,303.0,83.0,53.0,3.0
201187,Dominic McGuire,2007,47,2,17,-0.7211232395552127,-2.485888414134478,1.7647651745792652,,,,3.0,200.0,3074.0,487.0,646.0,249.0
201188,Marc Gasol,2007,48,2,18,10.146275284480561,-2.712561145630282,12.858836430110843,,,,5.0,377.0,12742.0,5013.0,3015.0,1030.0
201189,Aaron Gray,2007,49,2,19,-1.9265709572395182,-1.9314093933621017,0.0048384361225835,,,,3.0,149.0,1639.0,562.0,494.0,109.0
201190,Renaldas Seibutis,2007,50,2,20,-4.645271505810585,-3.311162269425915,-1.3341092363846698,,,,0.0,0.0,0.0,0.0,0.0,0.0
201191,JamesOn Curry,2007,51,2,21,-4.637576744849469,-3.5891324097242014,-1.048444335125268,,,,1.0,1.0,0.0,0.0,0.0,0.0
201192,Taurean Green,2007,52,2,22,-4.445781147798599,-2.717694488270481,-1.7280866595281181,,,,1.0,17.0,74.0,27.0,10.0,11.0
